Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Horváth,$$$$,Creative,2 Stars MICHELIN,"American Express credit card,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access","The location on the Landwehrkanal in lively Kreuzberg, among other restaurants and shops, is indeed special and a draw in itself. Out front is a lovely terrace shielded from the street by a fence covered in plants. Inside, a blend of old and new makes for an attractive setting: old wooden panelling meets chic modern design – the mural by Jim Avignon is a focal point, as is the glass-fronted kitchen. Here, Sebastian Frank conjures up dishes rooted in the culinary traditions of his Austrian homeland with plenty of creativity and an emphasis on sustainability. He uses high-quality ingredients – sourced from the Berlin-Brandenburg region where possible – to produce pared-down dishes, often giving pride of place to vegetables. The almost unspectacular manner in which he sometimes does this is perhaps what makes it so remarkable. With great skill, he finds a way to incorporate his favourite flavours, caraway and celery, again and again. Diners can also look forward to friendly, competent service and interesting wine recommendations.","52.4963922, 13.420793",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
CODA Dessert Dining,$$$$,"Creative, Innovative",2 Stars MICHELIN,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Don't be fooled by the unassuming-looking exterior of this Neukölln eatery – a very special take on fine dining awaits you inside. The atmosphere in the dimly lit interior is lively and laid back. Dine either at the counter, with a view into the kitchen, or at one of the surrounding tables. If you're lucky, you'll be given a sneak peek into how one ingredient or another is prepared in the kitchen. Chef René Frank cooks in his own style, which is certainly unique: he and his team apply patisserie techniques to prepare innovative dishes. The food is by no means limited to sweet treats. You are invited to embark on a culinary adventure in the form of numerous small and larger courses – an experience that can't be rushed so be sure to allow plenty of time! The service is relaxed and very friendly. There is a terrific wine list with a focus on Riesling.","52.4900681, 13.4274391",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Irma la Douce,$$$,Modern French,1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","This classic contemporary restaurant is a real highlight of the fine dining scene around Potsdamer Platz. The menu incorporates elements of classic French cuisine as well as modern, creative ideas. The aromatic dishes are made from good-quality ingredients. A well-trained front-of-house team adds to the laid-back yet sophisticated atmosphere. You can also choose from a fantastic selection of fine wines from France. Incidentally, the restaurant is named after the US film Irma la Douce, which is based on the musical of the same name.","52.5014034, 13.3638583",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Bieberbau,$$$,"Modern Cuisine, International",1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Maestro,Mastercard credit card,Terrace,Visa credit card","For those who appreciate not only really good food but also a fantastic setting, this is the place to be! Dating back to 1894, this listed building has been wonderfully restored – Richard Bieber's stucco craftsmanship in the dining area is truly worth seeing! In this unique location, diners are looked after by a friendly and competent service team led by hostess and sommelier Anne Garkisch, while chef-patron Stephan Garkisch cooks up modern dishes at the Molteni stove. He skilfully showcases herbs and spices in his set menus (one is vegetarian), with much of the produce coming from his own garden. Good value for money.","52.4796363, 13.3336378",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
GOLVET,$$$$,Creative,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Stepping out of the lift on the eighth floor of the Loeser & Wolff building, you will immediately be impressed by the sensational view over Potsdamer Platz and the city. Set up in the rooms of the former 40 Seconds Club, this spacious restaurant is really stylish and boasts a 13m-long bar – they may well have the largest aquavit selection in Germany! You can watch the chefs at work in the open kitchen from the seats at the counter. Chef Jonas Zörner's team conjures up modern, creative cuisine with a focus on quality produce and original ideas. Their set menu changes with the seasons. There is also an impressive wine list featuring small organic producers. Alternatively, you could opt for the house-made kombucha. Fantastic service.","52.5055114, 13.3676288",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Bandol sur mer,$$$$,"Seasonal Cuisine, Creative",1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","So you wouldn't expect MICHELIN-starred cuisine in this casual and low-key restaurant done out in a ""shabby-chic"" style? Admittedly, the small dining space – formerly a kebab shop – appears a little rough around the edges: the decor is rather sombre and plain, the bare tables are positioned close together. In the open kitchen, Andreas Saul displays exceptional passion, precision, originality and creativity. He has some really innovative ways of working with produce from the region. A shining example is his ""Charcuterie von der Karotte"", for which carrot is coated with a fine mould, as you would usually find on salami. Fermentation, smoking, and purees are also frequently involved, and you'll even find Far Eastern specialities such as kimchi. The set menus ""alles"" (everything) or ""fast alles"" (almost everything – vegetarian) are meticulously crafted down to the smallest detail and are brimming with unique flavours. High-end dining paired with a pleasingly down-to-earth atmosphere.","52.5290651, 13.3953009",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
prism,$$$$,"Israeli, Modern Cuisine",1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","This restaurant located in the Charlottenburg-Wilmersdorf district draws diners in with a chic, minimalist decor and exciting cuisine. In his Levantine-inspired creations, owner Gal Ben Moshe gives a nod to his Israeli roots as well as to modern European standards. Made from excellent ingredients, his interesting dishes are replete with contrasts in flavour. Beyond the fantastic gastronomic diversity on display, what really impresses here is the sense of a highly personal touch that you won't find anywhere else. To complete the picture, first-rate wines as recommended by Jacqueline Lorenz, a much-lauded sommelier and the extremely friendly lady of the house. Among the 230 labels on the wine list, there are fine wines from Israel, Syria and Lebanon to be found. All wines are also available by the glass.","52.5071399, 13.3007267",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Cordo,$$$$,"Creative, Modern Cuisine",1 Star MICHELIN,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Visa credit card","Everything about this place is sophisticated yet pleasantly unpretentious. First, there is the trendy, cosy interior with its original decorative details and gorgeous place settings on natural wooden tables. The service follows suit, courtesy of a very friendly, laid-back and experienced team that includes the competent and charming sommelière, Nina Scheinhart. Chef Yannic Stockhausen also makes his rounds through the restaurant to serve and introduce his dishes – they are inspired by his home city of Hamburg, which is also alluded to in the set menu name ""Harbour Tour"". For vegetarians there is the ""Garden Tour"". The small terrace in the inner courtyard is great in summer for a quiet and relaxed meal!","52.5257173, 13.3988326",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Cookies Cream,$$$,Vegetarian,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","Finding your way here through a maze of backyards to ring the bell at the unassuming door is an adventure in itself! An old stairway leads you up to the first floor, where you'll find this vibrant restaurant done out in an ""industrial"" style. This trendy spot was once a fashionable nightclub, but today it serves 100% vegetarian cuisine to a soundtrack of electronic music. The dishes are well thought out, clearly structured and meticulously prepared – they take the form of a set menu consisting of five to seven courses. The service is cool and casual, but no less professional and well organised for it. A youthful and appealing concept that hits the mark – the mixed clientele from hipsters to bankers to families speaks for itself!","52.5163221, 13.3880944",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
The NOname,$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","This is a unique place! Chic minimalist modern design meets a stylish period interior with wonderful high ceilings with stucco moulding, but it is a striking piece of street art that is most likely to grab your attention: with her provocative bondage image, artist Anne Bengard pays tribute to the artsy neighbourhood around the Heckmann Höfe, where the restaurant is located. Technically sophisticated and flavoursome, the dishes are served as a modern and creative set menu, which also comes in a vegetarian version. Theatre-goers might want to opt for the Early Evening Menu. For a private dinner, you can book the separate ""Secret Table"".","52.5249635, 13.3937041",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Hugos,$$$$,"Modern Cuisine, Modern French",1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","The magnificent view and the chic interior make Hugos, laid out on the 14th floor of the InterContinental hotel, a highly appealing location in the capital. Soft lighting, elegant furnishings and candlelight make for a relaxed and romantic atmosphere. Chef Eberhard Lange's culinary creations more than live up to the attractive setting: in his eight-course set menu (which can be reduced to six courses), he showcases his precise technical skill with classic dishes which he sets off with a modern twist. You are sure to find the perfect accompaniment on the wine list, which comprises around 500 labels. Tip: treat yourself to an aperitif at the bar before dinner.","52.506852, 13.3455401",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
